quarter_hour,spatial_location,traffic_volume
395,21,0.424259692
395,22,0.272181224
395,23,0.293689865
395,24,0.147856142
395,25,0.751732835
395,26,0.405544138
395,27,0.382867819
395,28,0.218580103
395,29,0.671303129
395,30,0.35183092
395,31,0.30693134
395,32,0.090368986
395,33,0.211999066
395,34,0.309892574
395,35,0.663568426
396,0,0.391560019
396,1,0.815866418
396,2,0.336436245
396,3,0.42353106
396,4,0.528986455
396,5,0.361303129
396,6,0.386370855
396,7,0.420107426
396,8,0.694409155
396,9,0.683320878
396,10,0.713811303
396,11,0.486001868
396,12,0.606370855
396,13,0.776071929
396,14,0.788042971
396,15,0.207627277
396,16,0.389425502
396,17,0.403157403
396,18,0.334885567
396,19,0.448916394
396,20,0.405147128
396,21,0.433699206
396,22,0.271443251
396,23,0.297108828
396,24,0.146501635
396,25,0.724619337
396,26,0.433937412
396,27,0.364259692
396,28,0.210256889
396,29,0.662993928
396,30,0.346693134
396,31,0.315072396
396,32,0.085446053
396,33,0.216006539
396,34,0.351092947
396,35,0.666585708
397,0,0.373437646
397,1,0.649462868
397,2,0.300144792
397,3,0.418482018
397,4,0.537333022
397,5,0.368014946
397,6,0.45555348
397,7,0.412106492
397,8,0.683956095
397,9,0.695179823
397,10,0.712297992
397,11,0.48352639
397,12,0.605698272
397,13,0.788341896
397,14,0.78653433
397,15,0.20594582
397,16,0.405586175
397,17,0.410102756
397,18,0.343951425
397,19,0.442101822
397,20,0.404105558
397,21,0.439033162
397,22,0.270009341
397,23,0.295077067
397,24,0.144778141
397,25,0.851191032
397,26,0.432638954
397,27,0.353278842
397,28,0.204502569
397,29,0.649126576
397,30,0.34464269
397,31,0.318841663
397,32,0.087631948
397,33,0.247659972
397,34,0.38366184
397,35,0.649196637
398,0,0.393446987
398,1,0.632017749
398,2,0.259570294
398,3,0.416160673
398,4,0.538206446
398,5,0.361167679
398,6,0.452769734
398,7,0.4152312
398,8,0.695301261
398,9,0.694787482
398,10,0.711714152
398,11,0.473993461
398,12,0.613021952
398,13,0.798187763
398,14,0.781835591
398,15,0.199789818
398,16,0.401326483
398,17,0.408136385
398,18,0.340504437
398,19,0.442503503
398,20,0.401933676
398,21,0.435021018
398,22,0.275343298
398,23,0.29496964
398,24,0.151223727
398,25,0.857888837
398,26,0.397758057
398,27,0.340481084
398,28,0.199841196
398,29,0.606057917
398,30,0.35699673
398,31,0.330284914
398,32,0.086282111
398,33,0.247561887
398,34,0.391055582
398,35,0.594684727
399,0,0.360971509
399,1,0.647127511
399,2,0.299248015
399,3,0.404269033
399,4,0.531900981
399,5,0.345268566
399,6,0.409037833
399,7,0.387272303
399,8,0.591321812
399,9,0.565679589
399,10,0.66659972
399,11,0.423040635
399,12,0.545198505
399,13,0.713185427
399,14,0.690411023
399,15,0.197687996
399,16,0.436590378
399,17,0.43117702
399,18,0.382083139
399,19,0.497001401
399,20,0.458748248
399,21,0.490565156
399,22,0.214385801
399,23,0.219065857
399,24,0.112386735
399,25,0.618967772
399,26,0.378603456
399,27,0.395021018
399,28,0.203213452
399,29,0.571746847
399,30,0.324960299
399,31,0.323278842
399,32,0.08967305
399,33,0.262438113
399,34,0.369453526
399,35,0.567113498
400,0,0.353549743
400,1,0.588963101
400,2,0.306431574
400,3,0.396450257
400,4,0.533213452
400,5,0.345478748
400,6,0.385394675
400,7,0.383829986
400,8,0.559948622
400,9,0.570873424
400,10,0.66731901
400,11,0.41378795
400,12,0.549051845
400,13,0.69666978
400,14,0.691681457
400,15,0.199023821
400,16,0.441929005
400,17,0.430163475
400,18,0.380252219
400,19,0.495852405
400,20,0.449444185
400,21,0.487080803
400,22,0.219957964
400,23,0.215787015
400,24,0.104922933
400,25,0.62457263
400,26,0.37686128
400,27,0.380513779
400,28,0.200079402
400,29,0.571494629
400,30,0.333577767
400,31,0.327379729
400,32,0.093255488
400,33,0.266296123
400,34,0.369500234
400,35,0.571106959
401,0,0.350789351
401,1,0.556436245
401,2,0.282821112
401,3,0.3673844
401,4,0.543390939
401,5,0.35013078
401,6,0.374941616
401,7,0.367669313
401,8,0.561550677
401,9,0.567786081
401,10,0.673559085
401,11,0.409112564
401,12,0.542424101
401,13,0.659649696
401,14,0.683900047
401,15,0.193012611
401,16,0.409962634
401,17,0.444413825
401,18,0.383643157
401,19,0.482849136
401,20,0.435576833
401,21,0.474792153
401,22,0.227150864
401,23,0.220443718
401,24,0.100574498
401,25,0.597888837
401,26,0.378706212
401,27,0.356310135
401,28,0.191008874
401,29,0.553610462
401,30,0.334035497
401,31,0.328402616
401,32,0.091060252
401,33,0.241975712
401,34,0.358360579
401,35,0.572139187
402,0,0.35385801
402,1,0.522807099
402,2,0.270934143
402,3,0.371069594
402,4,0.520644559
402,5,0.335959832
402,6,0.386539
402,7,0.366856609
402,8,0.564063522
402,9,0.570490425
402,10,0.672199907
402,11,0.399813171
402,12,0.544100887
402,13,0.691125642
402,14,0.688477347
402,15,0.171181691
402,16,0.380121439
402,17,0.411541336
402,18,0.377533863
402,19,0.449855208
402,20,0.428911723
402,21,0.465268566
402,22,0.215917795
402,23,0.224894909
402,24,0.10045773
402,25,0.589710416
402,26,0.353577767
402,27,0.278715553
402,28,0.168510042
402,29,0.546585708
402,30,0.352596917
402,31,0.309145259
402,32,0.089579636
402,33,0.210532461
402,34,0.328785614
402,35,0.547739374
403,0,0.330070061
403,1,0.514787482
403,2,0.268472676
403,3,0.380742644
403,4,0.492858477
403,5,0.373540402
403,6,0.406870621
403,7,0.334712751
403,8,0.531083606
403,9,0.536202709
403,10,0.678528725
403,11,0.368136385
403,12,0.492989257
403,13,0.673461
403,14,0.679500234
403,15,0.139014479
403,16,0.377104157
403,17,0.414689397
403,18,0.368841663
403,19,0.501676787
403,20,0.444483886
403,21,0.493423634
403,22,0.20954227
403,23,0.209397478
403,24,0.090509108
403,25,0.551625409
403,26,0.366109295
403,27,0.247496497
403,28,0.158724895
403,29,0.486226063
403,30,0.395516114
403,31,0.359290051
403,32,0.110770668
403,33,0.254423167
403,34,0.412022419
403,35,0.506936011
404,0,0.328771602
404,1,0.505595516
404,2,0.268472676
404,3,0.385922466
404,4,0.470929472
404,5,0.399677721
404,6,0.424082205
404,7,0.324857543
404,8,0.540555815
404,9,0.548341896
404,10,0.671527324
404,11,0.399691733
404,12,0.502447454
404,13,0.675773003
404,14,0.67595049
404,15,0.137258291
404,16,0.369177954
404,17,0.415105091
404,18,0.366567025
404,19,0.491247081
404,20,0.446683793
404,21,0.494194302
404,22,0.20385334
404,23,0.212139187
404,24,0.087949556
404,25,0.550709949
404,26,0.362989257
404,27,0.248108361
404,28,0.146777207
404,29,0.48163475
404,30,0.394329752
404,31,0.359103223
404,32,0.104138253
404,33,0.252162541
404,34,0.40947688
404,35,0.489229332
405,0,0.334026156
405,1,0.470266231
405,2,0.274876226
405,3,0.363848669
405,4,0.473320878
405,5,0.397879496
405,6,0.429224661
405,7,0.340144792
405,8,0.5647688
405,9,0.566837926
405,10,0.538253153
405,11,0.432713685
405,12,0.533115367
405,13,0.577141523
405,14,0.678080336
405,15,0.137603923
405,16,0.353540402
405,17,0.403998132
405,18,0.348206446
405,19,0.485660906
405,20,0.445651565
405,21,0.467029426
405,22,0.196576366
405,23,0.204619337
405,24,0.0847688
405,25,0.548122373
405,26,0.353461
405,27,0.235464736
405,28,0.140667912
405,29,0.457267632
405,30,0.385464736
405,31,0.369659038
405,32,0.103479682
405,33,0.271714152
405,34,0.410532461
405,35,0.489565624
406,0,0.334913592
406,1,0.442652966
406,2,0.267076133
406,3,0.336613732
406,4,0.441662774
406,5,0.38784213
406,6,0.428248482
406,7,0.341004204
406,8,0.532956562
406,9,0.560831387
406,10,0.528869687
406,11,0.438776273
406,12,0.509747781
406,13,0.543409622
406,14,0.677020084
406,15,0.13594582
406,16,0.35215787
406,17,0.414955628
406,18,0.33653433
406,19,0.463549743
406,20,0.435665577
406,21,0.470018683
406,22,0.191522653
406,23,0.200808034
406,24,0.083096684
406,25,0.556781878
406,26,0.351756189
406,27,0.283367585
406,28,0.144628678
406,29,0.452302662
406,30,0.395450724
406,31,0.367893508
406,32,0.104138253
406,33,0.269402149
406,34,0.40954227
406,35,0.449967305
407,0,0.323461
407,1,0.462055114
407,2,0.276459598
407,3,0.338439981
407,4,0.469724428
407,5,0.398818309
407,6,0.441359178
407,7,0.358042971
407,8,0.531228398
407,9,0.547309668
407,10,0.643152732
407,11,0.401929005
407,12,0.505829052
407,13,0.662045773
407,14,0.685119103
407,15,0.152624942
407,16,0.362765063
407,17,0.393320878
407,18,0.346618403
407,19,0.462302662
407,20,0.422769734
407,21,0.476576366
407,22,0.195843064
407,23,0.225077067
407,24,0.084862214
407,25,0.539135918
407,26,0.350952826
407,27,0.237393741
407,28,0.128664176
407,29,0.487916861
407,30,0.397617936
407,31,0.388309201
407,32,0.107407753
407,33,0.268603456
407,34,0.411821579
407,35,0.483559085
408,0,0.317617936
408,1,0.466487623
408,2,0.27470808
408,3,0.344236338
408,4,0.482335357
408,5,0.424273704
408,6,0.466104624
408,7,0.345595516
408,8,0.564750117
408,9,0.559565624
408,10,0.610028024
408,11,0.391835591
408,12,0.509107894
408,13,0.655660906
408,14,0.679271369
408,15,0.152480149
408,16,0.372344699
408,17,0.400345633
408,18,0.362956562
408,19,0.467902849
408,20,0.441452592
408,21,0.471401214
408,22,0.193974778
408,23,0.214666044
408,24,0.084894909
408,25,0.541074264
408,26,0.342657637
408,27,0.243213452
408,28,0.136595049
408,29,0.434712751
408,30,0.402905184
408,31,0.406884633
408,32,0.10751518
408,33,0.267403083
408,34,0.416347501
408,35,0.447828118
409,0,0.329196637
409,1,0.446693134
409,2,0.294815507
409,3,0.338425969
409,4,0.502863148
409,5,0.407963568
409,6,0.482106492
409,7,0.352844465
409,8,0.562279309
409,9,0.558766931
409,10,0.592779075
409,11,0.410485754
409,12,0.508776273
409,13,0.625983185
409,14,0.660448389
409,15,0.15268099
409,16,0.373512377
409,17,0.398505371
409,18,0.365305932
409,19,0.46875759
409,20,0.447650631
409,21,0.476244745
409,22,0.184539935
409,23,0.206333489
409,24,0.085581504
409,25,0.559817842
409,26,0.33438113
409,27,0.244124241
409,28,0.139154601
409,29,0.430112097
409,30,0.420238206
409,31,0.41666511
409,32,0.113461
409,33,0.30104624
409,34,0.445301261
409,35,0.411167679
410,0,0.319364783
410,1,0.442895843
410,2,0.316356843
410,3,0.339037833
410,4,0.519523587
410,5,0.41829986
410,6,0.469532929
410,7,0.343643157
410,8,0.537627277
410,9,0.521798225
410,10,0.538267165
410,11,0.412587576
410,12,0.494353106
410,13,0.604624007
410,14,0.667692667
410,15,0.165249883
410,16,0.362989257
410,17,0.411424568
410,18,0.364488557
410,19,0.472914526
410,20,0.449210649
410,21,0.46921532
410,22,0.178099019
410,23,0.190275572
410,24,0.089420831
410,25,0.56418496
410,26,0.336249416
410,27,0.24451191
410,28,0.139318076
410,29,0.434091546
410,30,0.444278375
410,31,0.43457263
410,32,0.124269033
410,33,0.300112097
410,34,0.452396077
410,35,0.434824848
411,0,0.315576833
411,1,0.54359645
411,2,0.306632415
411,3,0.342251284
411,4,0.510966838
411,5,0.44306866
411,6,0.465478748
411,7,0.338944418
411,8,0.569560953
411,9,0.528229799
411,10,0.592321345
411,11,0.423381597
411,12,0.494908921
411,13,0.589163942
411,14,0.666370855
411,15,0.238061653
411,16,0.355380663
411,17,0.414460532
411,18,0.355744979
411,19,0.435632882
411,20,0.421429239
411,21,0.445301261
411,22,0.202078468
411,23,0.209584306
411,24,0.113834657
411,25,0.628836992
411,26,0.317206913
411,27,0.316067258
411,28,0.1354227
411,29,0.411195703
411,30,0.479565624
411,31,0.449892574
411,32,0.129360112
411,33,0.340896777
411,34,0.478860346
411,35,0.415604858
412,0,0.315576833
412,1,0.542209248
412,2,0.308066324
412,3,0.342433442
412,4,0.544455862
412,5,0.479579636
412,6,0.458636151
412,7,0.340415694
412,8,0.583423634
412,9,0.550518449
412,10,0.5845773
412,11,0.442344699
412,12,0.508514713
412,13,0.58581504
412,14,0.666781878
412,15,0.23666978
412,16,0.37438113
412,17,0.401186362
412,18,0.352783746
412,19,0.434595983
412,20,0.4273844
412,21,0.465735638
412,22,0.19385801
412,23,0.20771135
412,24,0.108547408
412,25,0.624960299
412,26,0.32117702
412,27,0.315707613
412,28,0.137963568
412,29,0.4026156
412,30,0.502466137
412,31,0.479089211
412,32,0.141756189
412,33,0.342648295
412,34,0.497800093
412,35,0.402003737
413,0,0.315044372
413,1,0.531536665
413,2,0.302045773
413,3,0.372185894
413,4,0.55581971
413,5,0.483904717
413,6,0.481802896
413,7,0.345273237
413,8,0.567104157
413,9,0.55359645
413,10,0.580126109
413,11,0.442209248
413,12,0.497790752
413,13,0.585221859
413,14,0.651718823
413,15,0.227463802
413,16,0.387080803
413,17,0.412260626
413,18,0.359051845
413,19,0.435128445
413,20,0.404002802
413,21,0.454750117
413,22,0.192307333
413,23,0.208771602
413,24,0.114287716
413,25,0.573956095
413,26,0.321606726
413,27,0.312839794
413,28,0.13451191
413,29,0.390864082
413,30,0.529813171
413,31,0.508790285
413,32,0.145039701
413,33,0.349528258
413,34,0.517935544
413,35,0.399509575
414,0,0.312330687
414,1,0.527991593
414,2,0.302316674
414,3,0.371335824
414,4,0.56189631
414,5,0.487748716
414,6,0.499425502
414,7,0.352909855
414,8,0.542400747
414,9,0.553148062
414,10,0.581186362
414,11,0.472741709
414,12,0.499103223
414,13,0.570985521
414,14,0.671148996
414,15,0.228794956
414,16,0.399939281
414,17,0.425063055
414,18,0.372251284
414,19,0.454778141
414,20,0.43052312
414,21,0.456137319
414,22,0.187272303
414,23,0.208645493
414,24,0.110205511
414,25,0.573862681
414,26,0.318281177
414,27,0.319196637
414,28,0.138729566
414,29,0.403498365
414,30,0.537538533
414,31,0.517477814
414,32,0.149187296
414,33,0.354558617
414,34,0.521251752
414,35,0.407804764
415,0,0.31425035
415,1,0.536646427
415,2,0.30457263
415,3,0.370840729
415,4,0.575595516
415,5,0.495847735
415,6,0.527837459
415,7,0.357300327
415,8,0.528967772
415,9,0.509570294
415,10,0.529715086
415,11,0.449551611
415,12,0.462386735
415,13,0.532844465
415,14,0.669878561
415,15,0.25954227
415,16,0.40568426
415,17,0.456099953
415,18,0.385539468
415,19,0.565390005
415,20,0.470756656
415,21,0.540266231
415,22,0.222853807
415,23,0.208804297
415,24,0.145889771
415,25,0.67509575
415,26,0.35320411
415,27,0.325039701
415,28,0.136118636
415,29,0.414175619
415,30,0.598010276
415,31,0.597571228
415,32,0.167290986
415,33,0.422853807
415,34,0.581055582
415,35,0.414633349
416,0,0.31692667
416,1,0.536300794
416,2,0.295698272
416,3,0.366057917
416,4,0.58353106
416,5,0.536520318
416,6,0.537118169
416,7,0.359107894
416,8,0.528846333
416,9,0.514820177
416,10,0.524736105
416,11,0.441415227
416,12,0.463839327
416,13,0.530649229
416,14,0.669878561
416,15,0.296978048
416,16,0.401611397
416,17,0.456394208
416,18,0.423956095
416,19,0.564862214
416,20,0.481793554
416,21,0.548790285
416,22,0.249322746
416,23,0.209495563
416,24,0.142881831
416,25,0.670728631
416,26,0.347898178
416,27,0.289028491
416,28,0.135105091
416,29,0.414175619
416,30,0.678225128
416,31,0.651391873
416,32,0.201985054
416,33,0.497286315
416,34,0.685123774
416,35,0.413535731
417,0,0.30895376
417,1,0.514301728
417,2,0.290859411
417,3,0.360238206
417,4,0.591788884
417,5,0.540541803
417,6,0.57908454
417,7,0.358281177
417,8,0.528127043
417,9,0.51503503
417,10,0.528360579
417,11,0.467879496
417,12,0.469761794
417,13,0.530649229
417,14,0.667935544
417,15,0.296683793
417,16,0.406426903
417,17,0.44699206
417,18,0.422919197
417,19,0.569248015
417,20,0.496982718
417,21,0.540266231
417,22,0.281457263
417,23,0.212410089
417,24,0.141247081
417,25,0.675801028
417,26,0.335137786
417,27,0.277090145
417,28,0.134152265
417,29,0.392970574
417,30,0.705632882
417,31,0.696380196
417,32,0.23960766
417,33,0.519584306
417,34,0.71431574
417,35,0.406123307
418,0,0.312559552
418,1,0.496417562
418,2,0.286156002
418,3,0.368701541
418,4,0.595301261
418,5,0.543063989
418,6,0.577809435
418,7,0.35751518
418,8,0.52411957
418,9,0.509873891
418,10,0.528734236
418,11,0.436291453
418,12,0.461275105
418,13,0.519486221
418,14,0.67058851
418,15,0.290336291
418,16,0.407846801
418,17,0.444035497
418,18,0.43268099
418,19,0.562695002
418,20,0.512867819
418,21,0.547197571
418,22,0.268958431
418,23,0.223848669
418,24,0.149892574
418,25,0.686553013
418,26,0.329976646
418,27,0.184325082
418,28,0.137108828
418,29,0.392171882
418,30,0.718173751
418,31,0.722400747
418,32,0.251793554
418,33,0.514778141
418,34,0.719308734
418,35,0.390280243
419,0,0.313615133
419,1,0.471163008
419,2,0.291172349
419,3,0.359135918
419,4,0.617403083
419,5,0.534497898
419,6,0.572391406
419,7,0.376964035
419,8,0.521130313
419,9,0.514614666
419,10,0.52489958
419,11,0.440420364
419,12,0.460868753
419,13,0.507024755
419,14,0.646637085
419,15,0.342900514
419,16,0.417846801
419,17,0.437921532
419,18,0.406543671
419,19,0.539981317
419,20,0.504922933
419,21,0.52228865
419,22,0.316950023
419,23,0.261779542
419,24,0.185847735
419,25,0.764287716
419,26,0.352975245
419,27,0.197870154
419,28,0.136688463
419,29,0.383619804
419,30,0.790476413
419,31,0.800247548
419,32,0.282181224
419,33,0.524488557
419,34,0.789962634
419,35,0.38189631
420,0,0.316319477
420,1,0.463521719
420,2,0.293461
420,3,0.359509575
420,4,0.640242877
420,5,0.551695469
420,6,0.590252219
420,7,0.379173284
420,8,0.509813171
420,9,0.505525455
420,10,0.555861747
420,11,0.440705278
420,12,0.465077067
420,13,0.519392807
420,14,0.658939748
420,15,0.340051378
420,16,0.425203176
420,17,0.424549276
420,18,0.41306866
420,19,0.583092013
420,20,0.53843064
420,21,0.608570761
420,22,0.334894909
420,23,0.261784213
420,24,0.19320411
420,25,0.750845399
420,26,0.351742177
420,27,0.177445119
420,28,0.13771135
420,29,0.389799159
420,30,0.775670248
420,31,0.778178421
420,32,0.265333956
420,33,0.507160206
420,34,0.77928071
420,35,0.385777674
421,0,0.318608127
421,1,0.457557216
421,2,0.28496497
421,3,0.358762261
421,4,0.637832788
421,5,0.544236338
421,6,0.571312471
421,7,0.390616534
421,8,0.528113031
421,9,0.500775339
421,10,0.512713685
421,11,0.441536665
421,12,0.460607193
421,13,0.514357777
421,14,0.659033162
421,15,0.342461467
421,16,0.414427837
421,17,0.420406352
421,18,0.421681457
421,19,0.695151798
421,20,0.628622139
421,21,0.703741242
421,22,0.344082205
421,23,0.255282578
421,24,0.189995329
421,25,0.770854741
421,26,0.35411957
421,27,0.171457263
421,28,0.137991593
421,29,0.39627744
421,30,0.783624475
421,31,0.786833255
421,32,0.264329752
421,33,0.52941149
421,34,0.797160206
421,35,0.390625876
422,0,0.319458197
422,1,0.466613732
422,2,0.286001868
422,3,0.34032695
422,4,0.639098552
422,5,0.545955161
422,6,0.566772536
422,7,0.392176553
422,8,0.52353106
422,9,0.502886502
422,10,0.496553013
422,11,0.426043905
422,12,0.456758524
422,13,0.49718823
422,14,0.660453059
422,15,0.352307333
422,16,0.413895376
422,17,0.449593648
422,18,0.450429706
422,19,0.697192901
422,20,0.682783746
422,21,0.733797291
422,22,0.353647828
422,23,0.267814106
422,24,0.198659505
422,25,0.768019617
422,26,0.362573564
422,27,0.165987856
422,28,0.13784213
422,29,0.393213452
422,30,0.792984587
422,31,0.799271369
422,32,0.266170014
422,33,0.557258291
422,34,0.810677254
422,35,0.392914526
423,0,0.351527324
423,1,0.465992527
423,2,0.298664176
423,3,0.337683326
423,4,0.588468006
423,5,0.543783279
423,6,0.552134517
423,7,0.420775339
423,8,0.495997198
423,9,0.520406352
423,10,0.52980383
423,11,0.445385334
423,12,0.470635217
423,13,0.509682391
423,14,0.652979916
423,15,0.32810369
423,16,0.41503036
423,17,0.421172349
423,18,0.431770201
423,19,0.570822046
423,20,0.523404951
423,21,0.545875759
423,22,0.311602055
423,23,0.237356376
423,24,0.170794021
423,25,0.773928071
423,26,0.373409622
423,27,0.17483419
423,28,0.137599253
423,29,0.387356376
423,30,0.774264362
423,31,0.78993461
423,32,0.266464269
423,33,0.553587109
423,34,0.793647828
423,35,0.394591312
424,0,0.353540402
424,1,0.461737506
424,2,0.301326483
424,3,0.347379729
424,4,0.620761326
424,5,0.528337226
424,6,0.554787482
424,7,0.431508641
424,8,0.488673517
424,9,0.52300794
424,10,0.52365717
424,11,0.461536665
424,12,0.466431574
424,13,0.521756189
424,14,0.667837459
424,15,0.336249416
424,16,0.43235404
424,17,0.430985521
424,18,0.414628678
424,19,0.572377394
424,20,0.536496964
424,21,0.55170014
424,22,0.313358244
424,23,0.257029426
424,24,0.180028024
424,25,0.766291453
424,26,0.382666978
424,27,0.178589444
424,28,0.134992994
424,29,0.380985521
424,30,0.786753853
424,31,0.788566091
424,32,0.273325549
424,33,0.541910322
424,34,0.771181691
424,35,0.392629612
425,0,0.347052779
425,1,0.474946287
425,2,0.295572163
425,3,0.347155535
425,4,0.62359645
425,5,0.525324615
425,6,0.544609995
425,7,0.447356376
425,8,0.494133582
425,9,0.514736105
425,10,0.505805698
425,11,0.484012144
425,12,0.470607193
425,13,0.531774872
425,14,0.678832321
425,15,0.348052312
425,16,0.431602055
425,17,0.45006539
425,18,0.446268099
425,19,0.550906119
425,20,0.538818309
425,21,0.548930406
425,22,0.311205044
425,23,0.256025222
425,24,0.13928071
425,25,0.768855675
425,26,0.382620271
425,27,0.181480617
425,28,0.14398879
425,29,0.394418496
425,30,0.772872489
425,31,0.794792153
425,32,0.283736572
425,33,0.537477814
425,34,0.783769267
425,35,0.388566091
426,0,0.352737039
426,1,0.465273237
426,2,0.304722092
426,3,0.345782345
426,4,0.63457263
426,5,0.523928071
426,6,0.585539468
426,7,0.443475012
426,8,0.493143391
426,9,0.515707613
426,10,0.503862681
426,11,0.477225596
426,12,0.473671182
426,13,0.530350304
426,14,0.68588043
426,15,0.351480617
426,16,0.425679589
426,17,0.452526857
426,18,0.438323213
426,19,0.571153667
426,20,0.545801028
426,21,0.580467071
426,22,0.31006539
426,23,0.24464269
426,24,0.13156936
426,25,0.749855208
426,26,0.374502569
426,27,0.167725362
426,28,0.145385334
426,29,0.394460532
426,30,0.771611397
426,31,0.770579169
426,32,0.294493227
426,33,0.543021952
426,34,0.782886502
426,35,0.390607193
427,0,0.357496497
427,1,0.49901915
427,2,0.278995796
427,3,0.368215787
427,4,0.651513312
427,5,0.52451191
427,6,0.598813638
427,7,0.452204577
427,8,0.506020551
427,9,0.503904717
427,10,0.530948155
427,11,0.470569827
427,12,0.488622139
427,13,0.529327417
427,14,0.673498365
427,15,0.335866418
427,16,0.430056049
427,17,0.455572163
427,18,0.439224661
427,19,0.552797758
427,20,0.528355908
427,21,0.571120972
427,22,0.27365717
427,23,0.239439514
427,24,0.130583839
427,25,0.659364783
427,26,0.374544605
427,27,0.138056983
427,28,0.145712284
427,29,0.425249883
427,30,0.75882298
427,31,0.762227931
427,32,0.281331154
427,33,0.551041569
427,34,0.771681457
427,35,0.434194302
428,0,0.363582438
428,1,0.489621672
428,2,0.278874358
428,3,0.362176553
428,4,0.650621205
428,5,0.502751051
428,6,0.640242877
428,7,0.454409155
428,8,0.499808501
428,9,0.493587109
428,10,0.534619337
428,11,0.506314806
428,12,0.478131714
428,13,0.528855675
428,14,0.673736572
428,15,0.336837926
428,16,0.416328818
428,17,0.455450724
428,18,0.434320411
428,19,0.553568426
428,20,0.528355908
428,21,0.542064456
428,22,0.282965904
428,23,0.239579636
428,24,0.138468006
428,25,0.661275105
428,26,0.388056983
428,27,0.137940215
428,28,0.145371322
428,29,0.430887436
428,30,0.767361046
428,31,0.763545072
428,32,0.292405418
428,33,0.532863148
428,34,0.764535264
428,35,0.410364316
429,0,0.361672116
429,1,0.486585708
429,2,0.277744045
429,3,0.34124241
429,4,0.653610462
429,5,0.501676787
429,6,0.580238206
429,7,0.449107894
429,8,0.491798225
429,9,0.506851938
429,10,0.525726296
429,11,0.497206913
429,12,0.476898645
429,13,0.53248482
429,14,0.673250817
429,15,0.338668846
429,16,0.413942083
429,17,0.446188697
429,18,0.448851004
429,19,0.554198972
429,20,0.563423634
429,21,0.54143858
429,22,0.282139187
429,23,0.239177954
429,24,0.132237272
429,25,0.66621205
429,26,0.404395142
429,27,0.129234003
429,28,0.146623073
429,29,0.411060252
429,30,0.767361046
429,31,0.764133582
429,32,0.293815974
429,33,0.541013545
429,34,0.760985521
429,35,0.411106959
430,0,0.359047174
430,1,0.490275572
430,2,0.268617468
430,3,0.334600654
430,4,0.657930873
430,5,0.52451191
430,6,0.583092013
430,7,0.45274638
430,8,0.493129379
430,9,0.50333022
430,10,0.525483419
430,11,0.49372256
430,12,0.47601121
430,13,0.534222326
430,14,0.673241476
430,15,0.335380663
430,16,0.399327417
430,17,0.430518449
430,18,0.436683793
430,19,0.567926203
430,20,0.485744979
430,21,0.530602522
430,22,0.2752312
430,23,0.239957964
430,24,0.130509108
430,25,0.661905652
430,26,0.394189631
430,27,0.1167305
430,28,0.146936011
430,29,0.410808034
430,30,0.759182625
430,31,0.759514246
430,32,0.293507707
430,33,0.540224194
430,34,0.772031761
430,35,0.413517048
431,0,0.323573097
431,1,0.489626343
431,2,0.251125642
431,3,0.331863615
431,4,0.645483419
431,5,0.509640355
431,6,0.611256422
431,7,0.415203176
431,8,0.460009341
431,9,0.459780476
431,10,0.487921532
431,11,0.424012144
431,12,0.424717422
431,13,0.500658571
431,14,0.611616067
431,15,0.305829052
431,16,0.411952359
431,17,0.42843064
431,18,0.428206446
431,19,0.54725362
431,20,0.479042504
431,21,0.518439981
431,22,0.287202242
431,23,0.239145259
431,24,0.133638487
431,25,0.640677254
431,26,0.37319944
431,27,0.124367118
431,28,0.138594115
431,29,0.377902849
431,30,0.755838393
431,31,0.751008874
431,32,0.240994862
431,33,0.529560953
431,34,0.765698272
431,35,0.404614666
432,0,0.327155535
432,1,0.596254087
432,2,0.242825782
432,3,0.323101355
432,4,0.645964503
432,5,0.504581971
432,6,0.612064456
432,7,0.43294255
432,8,0.461905652
432,9,0.46463802
432,10,0.491317142
432,11,0.424460532
432,12,0.428935077
432,13,0.507730033
432,14,0.592368052
432,15,0.308248482
432,16,0.400691266
432,17,0.421261093
432,18,0.41425035
432,19,0.518612798
432,20,0.49503036
432,21,0.544465203
432,22,0.279551611
432,23,0.23680056
432,24,0.136875292
432,25,0.634614666
432,26,0.37313872
432,27,0.122970574
432,28,0.140663241
432,29,0.40529659
432,30,0.75712284
432,31,0.750546474
432,32,0.240957496
432,33,0.537216254
432,34,0.767734703
432,35,0.41686595
433,0,0.320294255
433,1,0.590448389
433,2,0.258570761
433,3,0.311751518
433,4,0.644497898
433,5,0.505119103
433,6,0.643545072
433,7,0.419093881
433,8,0.460957496
433,9,0.463970107
433,10,0.492676319
433,11,0.42764596
433,12,0.421583372
433,13,0.510583839
433,14,0.587491826
433,15,0.3147688
433,16,0.400079402
433,17,0.419971976
433,18,0.40085007
433,19,0.515077067
433,20,0.48163475
433,21,0.517786081
433,22,0.280672583
433,23,0.242498832
433,24,0.136249416
433,25,0.633666511
433,26,0.378687529
433,27,0.124348435
433,28,0.140350304
433,29,0.407038767
433,30,0.756422233
433,31,0.75104624
433,32,0.244399813
433,33,0.535674918
433,34,0.766347501
433,35,0.407071462
434,0,0.331756189
434,1,0.590425035
434,2,0.24921532
434,3,0.313250817
434,4,0.644413825
434,5,0.500555815
434,6,0.655936478
434,7,0.428776273
434,8,0.462895843
434,9,0.464208314
434,10,0.48980383
434,11,0.42078468
434,12,0.406352172
434,13,0.494852872
434,14,0.588907053
